OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,StoreCode
14789,1493,124,2024-09-06,15,6498.8,MUM001
8239,3048,1277,2026-06-17,7,46537.54,TPT001
592,3564,2075,2024-10-13,19,45381.1,PUN001
10176,1119,1962,2024-12-22,10,18641.53,PUN001
18039,485,783,2024-07-13,17,46222.86,DEL001
21729,,940,2026-02-26,,33817.08,TPT001
14984,527,649,2024-07-16,3,43865.6,TPT001
19462,2494,888,2025-12-02,20,8943.21,HYD001
ORD-ABC,3019,965,2024-09-09,2,12209.64,123###
19892,3556,1322,2024-11-26,14,4845.48,DEL001
2908,2015,503,2025-06-17,14,45429.07,PUN001
16735,131,1658,2024-08-16,13,26947.15,MUM001
1949,-999,462,2024-08-14,ABC,18887.44,PUN001
4597,3259,775,2025-10-25,18,44827.52,BLR001
322,1978,1116,2026-03-22,2,1451.44,DEL001
10284,487,1332,2025-01-30,13,44369.82,KOL001
2466,1600,527,2025-08-06,19,8651.83,HYD001
10482,2338,149,2026-04-03,2,461.75,MUM001
5799,1029,1159,2024-07-26,8,3089.89,CHE001
1202,2696,1269,2025-08-02,5,21914.77,BLR001
15033,2699,881,2024-12-27,20,48399.91,MUM001
16732,2279,348,2024-12-14,11,2262.2,TPT001
21371,,657,2024-09-04,12,41807.86,MUM001
15806,1276,1430,2024-10-12,17,4840.2,MUM001
20839,486,107,2025-11-14,20,44325.32,
7213,980,749,2024-12-07,13,28640.52,TPT001
22092,1753,56,2025-10-22,17,,CHE001
22448,2035,259,,10,29835.69,TPT001
9785,152,1617,2025-01-09,18,12361.64,PUN001
14728,1239,484,2025-09-24,20,13947.25,BLR001
21920,1401,,2025-01-22,20,11815.71,
5404,1688,1946,2026-01-15,2,25787.89,TPT001
7718,3447,2002,2026-03-10,1,12803.33,HYD001
11419,392,1321,2025-03-17,9,33605.59,MUM001
12161,1229,2083,2024-09-17,6,14074.76,BLR001
8466,1892,1358,2024-07-09,12,21033.39,DEL001
20324,2575,1419,2024-07-14,,7315.76,PUN001
2221,1811,687,2025-06-12,19,16561.72,VSK001
16423,713,652,2024-10-20,2,43185.88,BLR001
18837,2446,1508,2025-02-05,8,11101.3,HYD001
169,1210,475,2025-06-30,-10,7009.04,INVALID_STORE
22945,639,1934,2026-05-23,10,,
22865,3222,,2025-12-16,,7599.86,CHE001
20483,1819,,,12,39970.59,HYD001
16847,431,931,2025-10-07,10,49648.27,PUN001
19933,1976,332,2024-10-26,19,36322.38,CHE001
11480,2741,46,2025-07-05,9,25055.4,CHE001
10845,2529,1098,2026-03-25,20,49679.72,VSK001
19192,2209,354,2025-02-09,3,35608.52,MUM001
16625,2660,771,2025-01-12,4,4068.84,KOL001
1629,2823,2033,2025-12-27,13,24422.6,KOL001
11431,1278,1192,2025-08-31,11,25271.16,PUN001
15637,2250,618,2025-02-19,10,45336.15,HYD001
1862,84,764,2024-10-02,12,37999.65,VSK001
11230,1764,1739,2025-11-13,3,1471.57,MUM001
5572,2699,-100,32-13-2025,20,4675.8,TPT001
4767,-999,-100,2026-01-24,4,29609.9,MUM001
6596,2385,1563,2025-07-01,7,45798.99,DEL001
19309,260,799,2026-04-24,10,48540.28,VSK001
6196,3370,1022,2025-09-26,4,19160.64,VSK001
4483,1948,XYZ,2025-08-05,13,FREE,KOL001
19107,2077,1810,2024-10-16,10,41376.67,VSK001
136,1222,2075,2024-10-30,19,26973.58,HYD001
7740,3596,1825,2025-05-17,3,49087.87,BLR001
20516,1684,1107,2025-05-18,,,VSK001
16543,2440,366,2025-03-19,17,1600.92,MUM001
16354,3026,1756,2026-02-04,8,11214.54,VSK001
21763,1374,,2026-03-06,2,,TPT001
493,2498,947,2024-11-27,14,43149.48,PUN001
ORD-ABC,2855,1575,2025-11-03,18,32122.42,KOL001
13599,2863,1219,2026-02-07,18,20223.98,HYD001
15005,3000,1496,2024-08-31,10,33147.7,KOL001
3782,1426,-100,2025-01-18,19,32444.93,BLR001
17037,2327,1487,2025-01-16,15,22304.61,DEL001
7352,2878,1578,2025-03-01,13,11986.49,DEL001
1622,3038,1007,2024-12-25,15,1621.29,DEL001
16274,1819,152,2025-03-27,15,7606.52,KOL001
19810,3072,1463,2026-01-27,18,27933.0,MUM001
5882,CUST001,1278,2026-03-28,16,27644.79,TPT001
976,2021,1024,2025-12-05,3,49905.7,KOL001
91,2769,1297,2026-05-27,-10,5094.1,@@@@
INVALID,821,XYZ,2025-05-23,13,18363.49,TPT001
2927,1640,1511,2025-12-25,2,19281.19,HYD001
6309,497,1316,2025-10-12,7,13965.18,MUM001
5245,1358,1493,2025-10-28,18,18504.86,TPT001
18176,2707,1223,2024-07-28,4,28178.35,CHE001
6426,1323,1377,2026-05-12,14,34966.55,DEL001
6470,2078,1375,2025-09-03,14,5189.96,KOL001
5976,2516,1294,2025-10-23,17,42118.2,TPT001
5926,1902,460,2026-01-09,18,32518.85,123###
18280,2935,1227,2025-03-28,8,5042.59,MUM001
4595,1513,1597,2024-12-17,13,4798.23,MUM001
14896,747,1138,2025-01-10,11,19239.14,DEL001
5082,1673,296,2026-05-13,2,6379.53,VSK001
6749,3137,1836,2024-08-26,19,45115.63,KOL001
7310,1504,2004,2024-08-23,14,39686.5,DEL001
12112,1990,1167,2026-04-19,16,45078.91,KOL001
3616,364,1589,2025-07-09,15,16795.31,DEL001
13962,1442,1433,2026-03-30,15,4319.58,MUM001
14335,1883,434,2026-05-18,13,44739.16,CHE001
5601,702,686,2025-07-21,8,4890.11,HYD001
16521,1330,378,2025-02-23,1,12743.69,MUM001
15490,2685,1063,2025-12-04,4,14708.25,MUM001
ORD-ABC,1405,-100,2026-04-16,5,43868.19,TPT001
8753,733,1827,2025-10-20,10,12071.22,KOL001
3283,3493,PROD001,NOT_A_DATE,4,3344.93,KOL001
7369,3155,669,2025-09-01,12,29526.79,KOL001
4346,3160,653,2025-10-13,999999,FREE,VSK001
15396,1281,1855,2024-06-23,10,6752.82,PUN001
8175,1387,838,2025-01-11,18,357.53,MUM001
10884,1672,404,2024-12-02,6,16984.43,VSK001
19076,1108,1263,2026-01-29,4,32721.5,VSK001
2838,230,1082,2026-02-24,10,4036.4,BLR001
4580,2406,1648,2024-10-25,5,18777.08,DEL001
18857,46,398,2026-03-14,12,22289.33,CHE001
17356,1313,1471,2026-02-17,1,40280.57,PUN001
5069,1641,452,2025-08-29,19,17820.37,VSK001
14416,457,1426,2025-04-29,12,17272.03,BLR001
4194,600,1687,2025-10-06,13,19820.84,HYD001
6218,3206,1910,2024-08-24,6,26086.29,PUN001
3718,709,8,2025-12-23,-10,20342.3,PUN001
12113,566,380,2025-02-27,16,31528.01,VSK001
14971,2108,355,2026-01-16,9,23451.8,MUM001
15849,1961,1615,2024-12-08,9,26367.87,CHE001
7094,979,526,2025-02-17,14,39460.21,HYD001
3533,974,1755,2025-09-18,18,12855.02,VSK001
7192,2253,642,2025-03-11,19,35315.26,PUN001
11315,746,1714,2024-09-23,2,25921.66,MUM001
10102,2200,301,2024-07-02,7,33823.79,MUM001
11063,2613,777,2025-01-13,13,42014.15,VSK001
2239,1865,127,2025-01-25,9,21094.11,VSK001
6057,1124,844,2024-09-18,19,12499.92,DEL001
21772,1204,,2024-12-22,16,2735.63,MUM001
14910,3187,254,2025-02-20,4,5020.78,CHE001
11736,2307,234,2025-05-02,5,29612.66,CHE001
12411,1119,925,2026-05-01,13,2401.19,DEL001
14393,1594,1286,2025-05-13,3,31508.26,CHE001
5071,2906,1311,2024-09-14,20,16731.46,DEL001
8007,1527,1370,2024-10-06,10,45840.53,BLR001
11800,715,1278,2026-02-26,18,29628.63,MUM001
19239,1756,1012,2025-07-26,4,4731.25,VSK001
6252,1297,610,2024-07-14,12,16616.87,MUM001
4326,3293,1435,2024-08-15,10,16694.58,KOL001
5480,595,477,2025-08-06,2,32578.16,PUN001
9224,1261,465,2025-12-03,4,1771.83,VSK001
16445,139,1399,2024-11-23,8,31512.34,MUM001
4637,3117,709,2024-07-27,15,28959.77,TPT001
22918,,,2026-01-24,8,2003.57,HYD001
12153,2141,1646,2025-02-04,14,42946.94,PUN001
22581,1093,1122,,19,12064.39,BLR001
8012,621,1523,2025-09-05,18,5392.07,KOL001
5437,3624,1829,0000-00-00,3,31274.65,HYD001
15044,771,922,2025-05-02,20,35026.16,BLR001
4880,2964,1063,2025-05-25,10,9168.59,CHE001
4673,549,1181,2025-10-25,2,26196.11,BLR001
17013,2188,1971,2025-11-27,6,15801.14,PUN001
12799,2432,1148,2025-09-09,13,33880.69,KOL001
14432,1989,2016,2025-09-11,7,23640.94,CHE001
12341,3010,1944,2025-12-18,2,17907.2,VSK001
10810,2827,1374,2026-01-25,2,28760.63,KOL001
1515,1484,1203,2025-10-27,1,41784.93,BLR001
ORD-ABC,2605,1058,2026-02-06,7,4069.93,HYD001
10068,1348,1393,2026-03-04,7,16235.1,TPT001
2637,1246,284,2025-12-13,6,40697.15,MUM001
85,624,429,2026-03-29,20,41970.92,KOL001
17446,1014,778,2025-07-10,1,31512.22,TPT001
9924,3523,1926,2025-05-23,9,47978.66,VSK001
776,3329,1041,2025-03-30,18,30251.01,KOL001
10324,1264,1462,2025-02-13,9,37771.16,TPT001
5416,1465,187,2025-02-04,16,32016.1,HYD001
14728,1239,484,2025-09-24,20,13947.25,BLR001
1623,-999,-100,2024-10-20,11,43160.36,HYD001
15052,3434,459,2026-06-11,11,3534.57,VSK001
3340,UNKNOWN,922,0000-00-00,16,44095.79,PUN001
12775,86,872,2026-03-09,20,3235.95,PUN001
17838,2650,44,2025-10-22,15,5097.76,BLR001
2066,1144,833,2024-10-16,4,PRICE,MUM001
3274,2886,487,2025-10-09,-10,FREE,BLR001
14262,396,831,2025-01-19,2,35725.68,HYD001
14610,2321,858,2025-03-27,10,12754.34,CHE001
13185,1938,1759,2024-09-22,12,4359.18,BLR001
15576,358,360,2026-05-11,5,41077.34,HYD001
9073,946,1786,2026-02-27,4,1540.43,CHE001
617,1965,1403,2025-03-28,1,45126.32,@@@@
1236,267,1508,2026-03-02,17,22883.63,BLR001
116,1721,1385,2026-06-08,12,462.77,123###
11056,2989,724,2024-12-15,10,24039.34,HYD001
21766,1799,1654,2025-12-16,11,42096.08,
16612,1642,100,2025-01-27,1,43098.19,DEL001
14089,3294,290,2025-12-11,12,29256.94,VSK001
16660,1738,139,2025-12-06,2,28089.26,BLR001
13955,2828,1910,2025-10-04,2,32230.87,HYD001
13055,1773,914,2024-08-18,7,15587.85,TPT001
19780,637,354,2024-07-02,7,25175.62,HYD001
12041,3622,820,2026-01-03,17,13513.0,PUN001
3761,1207,1637,2025-07-14,3,7631.74,PUN001
6534,932,682,2026-01-01,18,27828.9,VSK001
3590,135,651,2024-12-01,3,1717.85,VSK001
15348,1142,342,2025-07-31,16,24345.66,DEL001
18172,1234,1570,2025-11-02,13,19725.99,PUN001
9568,378,639,2025-01-06,7,42463.3,PUN001
2499,2906,730,2025-06-05,12,29528.64,VSK001
5858,2082,272,2026-02-07,3,10879.61,KOL001
16860,1759,1049,2026-01-10,13,41381.83,MUM001
11456,1881,318,2025-03-28,10,38641.34,MUM001
3482,2047,1100,2024-11-02,11,15174.36,DEL001
4193,574,1004,2024-12-16,6,3193.8,BLR001
1460,1581,343,2025-12-15,13,11486.98,MUM001
19500,717,99,2025-01-29,14,12493.89,DEL001
4571,498,1585,2025-09-28,15,16535.49,PUN001
1014,2047,57,2026-06-16,10,37873.67,BLR001
13427,41,257,2025-05-26,20,8141.04,DEL001
14819,2765,2092,2026-02-20,12,24013.49,CHE001
14319,1257,47,2024-11-28,11,49175.92,PUN001
16479,838,1841,2026-03-10,8,12602.63,VSK001
ORD-ABC,593,-100,2025-03-28,6,22928.09,DEL001
15755,1444,998,2025-07-10,13,16912.7,CHE001
7544,2443,1504,2025-03-07,10,35088.54,PUN001
17878,1610,233,2026-05-07,2,41980.45,KOL001
15848,2015,821,2025-03-20,12,45157.54,HYD001
7152,1499,1113,2024-09-30,11,37095.54,VSK001
863,2980,1183,2024-10-23,7,49310.81,BLR001
16952,1421,933,2024-12-10,20,5919.77,DEL001
8574,1171,469,2026-02-07,9,46879.65,DEL001
1303,940,910,2025-08-26,15,24312.93,KOL001
1523,CUST001,XYZ,2026-06-09,10,24922.23,HYD001
3438,301,1273,2024-08-31,7,37028.27,MUM001
12769,3271,862,2024-11-27,3,7223.29,HYD001
620,2095,626,2024-09-12,17,27764.04,MUM001
8112,906,1914,2025-05-19,12,6406.08,BLR001
459,116,156,2024-08-06,8,26445.92,MUM001
570,3147,1562,2025-10-31,11,30775.03,MUM001
16063,2309,1130,2025-12-17,6,10851.42,CHE001
5086,2400,1681,2024-08-01,3,33887.28,MUM001
789,3473,1866,2025-05-27,6,20062.13,DEL001
22597,,116,2026-02-28,20,,DEL001
14360,163,1395,2025-03-04,6,17131.06,DEL001
10055,2188,1491,2025-10-07,11,3538.82,BLR001
13781,1561,419,2025-08-06,2,37818.92,PUN001
15088,1138,911,2025-03-05,20,18044.23,MUM001
6036,469,737,2025-09-26,15,20882.08,HYD001
19090,3544,765,2025-08-29,15,41483.6,DEL001
8138,2067,1112,2024-12-06,20,3039.13,KOL001
4624,2672,859,2025-03-23,1,33009.71,VSK001
17173,1246,1534,2026-03-07,13,10722.14,MUM001
16185,2193,424,2024-11-04,3,46585.11,CHE001
3713,3589,1001,NOT_A_DATE,ABC,17435.59,DEL001
2252,2608,1801,2025-01-23,11,22712.0,KOL001
5368,463,1177,2026-02-15,15,30343.53,BLR001
2240,758,1431,2024-11-30,15,18913.99,TPT001
8827,813,857,2025-02-19,3,48063.71,KOL001
17928,1876,33,2025-07-17,9,29820.02,PUN001
13338,2497,415,2026-02-10,20,42243.93,KOL001
20088,1803,618,2024-07-26,1,22464.56,DEL001
17679,3447,1957,2025-11-08,12,32178.92,CHE001
4990,175,1635,2026-02-14,9,30806.5,PUN001
14654,2058,584,2025-05-13,11,19353.67,MUM001
13945,419,1624,2026-02-08,17,29979.02,HYD001
18710,177,1627,2025-01-04,4,23241.79,DEL001
2159,1986,779,2026-04-25,10,25260.85,PUN001
INVALID,1140,850,2025-01-13,16,FREE,KOL001
1287,529,936,2026-02-14,17,40809.59,CHE001
15511,3324,449,2025-06-20,18,23756.64,PUN001
8300,2026,31,2025-06-26,17,25877.5,VSK001
13032,1257,349,2024-07-05,7,6595.09,CHE001
20377,1529,1799,2025-02-16,,3971.17,PUN001
15833,3385,565,2025-07-02,5,25636.35,DEL001
22963,2055,,2024-08-18,8,18617.15,KOL001
17091,673,955,2024-10-29,15,31636.75,CHE001
19786,2219,778,2026-06-21,6,21746.38,DEL001
11679,1616,16,2025-10-09,15,13208.9,TPT001
14404,2683,398,2025-12-12,2,48802.33,MUM001
14543,226,828,2025-10-15,9,37649.7,VSK001
5220,2440,1424,2026-01-18,8,3630.45,VSK001
12833,1065,1070,2026-05-28,14,12076.7,DEL001
21468,,714,2024-11-19,10,32958.41,BLR001
7135,1681,1324,2025-12-30,9,35632.07,TPT001
21039,2246,159,,1,3952.27,VSK001
2931,1934,695,2024-12-22,-10,6085.61,HYD001
18231,3530,1106,2025-12-23,17,22884.25,MUM001
15587,1680,1371,2026-02-23,7,31012.85,KOL001
16951,2979,689,2026-02-23,13,41524.37,TPT001
9313,1452,474,2026-01-05,18,27716.96,KOL001
11412,2108,1343,2024-07-19,3,40259.51,BLR001
12822,1648,1818,2025-03-27,13,22839.19,DEL001
13887,2247,434,2025-06-30,20,19015.34,MUM001
16303,3216,876,2025-08-06,9,24720.96,HYD001
1567,962,XYZ,2024-11-12,ABC,14136.14,MUM001
22875,800,2022,2025-06-30,12,44608.07,
19560,659,1376,2024-07-27,13,5135.88,HYD001
3114,1519,1093,2025-08-10,999999,32806.96,@@@@
19631,2203,1985,2026-03-13,19,36387.84,TPT001
2827,2935,231,2024-10-11,15,25362.05,KOL001
1116,150,465,2024-09-14,4,25916.89,CHE001
1070,655,1165,2025-11-25,ABC,28260.83,123###
11723,1509,689,2025-08-06,4,19467.69,VSK001
21515,2196,742,2025-02-04,3,24825.22,
15200,352,1440,2025-08-17,18,16944.23,PUN001
17206,990,1193,2025-04-29,10,31165.95,PUN001
10189,557,871,2025-02-14,4,7010.9,KOL001
5460,2366,1547,2025-02-27,11,4274.69,PUN001
2453,3245,1045,2025-02-02,9,23561.46,CHE001
21600,3501,,2025-10-10,,4491.51,TPT001
10793,2521,2030,2025-06-03,2,19610.16,TPT001
9468,2445,1115,2026-05-12,16,16848.13,MUM001
12666,2579,1797,2025-07-20,5,3180.58,DEL001
9069,2721,1785,2025-05-30,6,16602.6,PUN001
2247,1118,1261,2026-02-14,18,18513.24,KOL001
16083,2562,900,2024-07-27,5,37913.94,VSK001
6853,1366,1271,2024-08-24,13,48144.62,HYD001
22666,3388,1166,,,24860.91,TPT001
6051,501,1331,2026-02-28,12,6898.0,DEL001
13214,1786,146,2026-05-24,18,30716.99,KOL001
6178,2555,1433,2024-09-22,19,23834.54,MUM001
14357,1760,999,2025-07-06,17,5140.29,HYD001
3912,3455,1949,2025-02-06,10,2486.75,MUM001
107,1473,1934,2025-04-27,14,28403.28,BLR001
6006,805,111,2025-01-07,13,18193.61,DEL001
2477,1258,390,2025-11-02,11,13991.71,DEL001
20728,,691,2025-07-26,3,45664.91,KOL001
14736,1551,488,2025-11-07,11,34911.68,CHE001
8989,2768,307,2025-06-15,5,4500.72,MUM001
9023,1723,1980,2025-01-15,12,36340.21,HYD001
16937,297,1833,2025-03-02,3,32694.94,BLR001
18355,2084,1918,2026-06-16,7,11068.82,CHE001
13355,725,1176,2024-12-29,19,35974.21,MUM001
12548,125,26,2024-10-16,20,7959.06,PUN001
11748,1514,1978,2025-06-21,6,42714.11,TPT001
1745,473,2081,2024-08-08,10,40786.08,KOL001
15263,663,814,2025-02-08,16,4339.71,PUN001
6725,568,516,2025-12-24,5,14139.32,TPT001
11569,478,1111,2025-08-09,17,26264.08,VSK001
17590,1518,2080,2026-04-18,19,36111.85,DEL001
1937,3389,1078,2026-03-02,3,19059.17,PUN001
6281,1671,39,2024-07-13,12,5332.56,BLR001
7586,3294,1514,2024-09-04,19,24362.0,PUN001
21480,,871,2025-01-27,14,2026.53,
15648,3299,938,2025-09-27,16,35988.51,DEL001
4994,639,86,2024-09-06,12,32849.86,DEL001
12752,2512,537,2024-09-02,14,41110.98,PUN001
7798,2415,777,2026-02-15,6,27363.27,HYD001
19114,3623,1948,2025-11-26,17,36744.69,PUN001
18640,2114,501,2025-11-23,15,6058.62,TPT001
11281,2532,1726,2025-05-20,4,23807.36,PUN001
10965,245,1480,2025-01-29,2,11178.28,KOL001
18973,3170,8,2026-05-15,11,9261.05,DEL001
8436,1349,1329,2024-09-17,1,16673.09,VSK001
13046,2439,1942,2025-10-23,3,36042.84,PUN001
651,1136,-100,32-13-2025,16,10117.82,DEL001
22838,1826,522,2025-11-09,13,41606.61,
5851,3602,61,2026-01-24,1,8086.76,DEL001
2997,489,1955,2025-03-25,18,30594.38,PUN001
11302,2164,769,2025-03-15,2,41366.24,TPT001
"###",3627,1305,2024-10-16,4,FREE,TPT001
8813,3629,211,2025-06-03,5,32650.13,MUM001
56,2664,-100,2026-03-26,10,8390.3,@@@@
10305,1036,518,2025-01-14,10,21993.74,TPT001
9833,2854,749,2024-07-24,17,15599.75,MUM001
13430,3008,1972,2025-03-22,5,42702.82,HYD001
4391,2844,1215,2025-12-31,-10,21389.39,DEL001
4556,571,1856,2026-03-26,17,49832.41,BLR001
12896,1343,313,2025-05-26,12,40584.16,HYD001
4397,3266,439,32-13-2025,6,20355.07,@@@@
5569,3278,450,2026-02-18,1,11149.16,BLR001
3118,2158,227,2026-01-12,1,4419.82,CHE001
22907,,728,2026-03-08,16,37084.04,
2449,UNKNOWN,1086,2026-01-14,16,35319.07,VSK001
7389,1376,1758,2025-01-01,18,20255.29,DEL001
INVALID,887,1415,2025-08-01,3,8358.07,INVALID_STORE
15185,1425,69,2025-11-20,13,29155.03,TPT001
10504,2833,721,2025-04-30,6,23710.9,PUN001
15381,1369,167,2025-01-18,6,9043.8,TPT001
4472,1008,1996,2025-03-25,2,15374.13,MUM001
19615,3567,869,2025-03-12,7,15310.76,TPT001
3681,383,XYZ,2025-08-11,12,32931.52,VSK001
11198,119,1716,2025-12-21,9,27439.63,KOL001
14863,3402,1933,2025-09-04,7,5244.58,PUN001
6151,2386,598,2025-09-07,16,17214.83,CHE001
19430,3359,807,2025-01-18,20,35829.07,MUM001
18092,1524,1699,2025-02-02,4,37648.83,DEL001
3120,666,1871,2025-06-16,3,46943.01,MUM001
2687,2395,1636,2024-11-28,19,490.74,BLR001
19062,138,1598,2024-11-03,2,23646.23,HYD001
9351,1593,541,2025-01-19,5,13141.08,MUM001
10958,3406,347,2026-03-19,3,45750.74,CHE001
3508,2074,128,2026-03-04,8,FREE,TPT001
17579,287,94,2024-11-06,6,24049.66,HYD001
644,1188,66,2025-10-28,2,38037.52,BLR001
2336,6,2092,2025-08-08,13,180.4,DEL001
12245,1952,1891,2024-12-08,19,13908.09,BLR001
9597,2529,187,2024-08-24,20,49406.15,VSK001
10329,1370,1840,2025-11-21,14,4222.84,CHE001
2240,1184,674,2024-10-02,ABC,17137.11,DEL001
17181,2291,2062,2025-12-13,16,644.46,HYD001
22991,1763,1523,2025-07-02,18,17861.26,
15639,2715,1714,2025-05-03,6,25324.09,KOL001
16414,1812,600,2024-09-20,13,26756.87,KOL001
2862,-999,335,NOT_A_DATE,13,4466.53,CHE001
2755,1194,398,2026-02-17,9,44935.96,HYD001
1450,288,1236,2025-08-19,7,46600.64,CHE001
12263,3264,586,2025-08-05,15,473.54,PUN001
22108,1604,1390,2026-01-22,18,17540.96,
INVALID,-999,1125,2025-02-09,19,30805.08,HYD001
9501,2477,1068,2024-06-23,7,36251.48,MUM001
7888,853,2002,2024-07-05,14,19850.51,BLR001
10486,340,1683,2025-10-29,18,26290.38,DEL001
11656,1768,896,2026-05-23,15,44904.54,PUN001
14928,1385,943,2025-03-01,11,20448.07,TPT001
2502,595,737,2024-11-26,2,29341.22,DEL001
12908,1514,1811,2026-02-12,6,2181.17,DEL001
14245,2878,637,2024-12-27,14,9255.98,MUM001
807,2644,889,2026-01-19,19,34703.7,PUN001
11306,3439,485,2025-02-02,6,1964.54,VSK001
5615,317,545,2024-12-24,19,46969.22,HYD001
2739,3030,1508,2024-08-25,20,33562.31,HYD001
21425,157,,2024-08-31,7,36602.72,KOL001
9810,2961,1513,2025-09-06,6,48993.07,TPT001
9283,1405,163,2025-09-14,12,20021.89,PUN001
1572,1010,897,2025-08-27,17,1358.08,KOL001
3850,3050,1936,2024-08-26,13,12851.37,HYD001
19230,77,1999,2026-02-04,17,15671.78,PUN001
ORD-ABC,402,498,2026-02-12,17,15576.87,HYD001
9416,1661,1424,2025-07-20,15,46669.02,PUN001
17703,747,863,2025-04-30,11,27411.62,BLR001
8808,1034,1473,2025-09-24,11,44167.25,PUN001
9178,3000,240,2026-06-23,12,34844.14,DEL001
2970,692,1111,2024-08-27,7,5335.67,CHE001
22591,,,2026-01-09,14,19572.95,PUN001
10786,529,386,2025-04-10,13,32997.16,KOL001
22224,2624,923,,19,25483.07,TPT001
6210,3396,1176,2026-05-04,1,48209.79,PUN001
5375,1595,611,2026-04-01,13,17648.03,TPT001
1479,268,1972,2025-09-08,16,2643.02,CHE001
17673,3600,986,2024-08-12,12,10316.08,CHE001
4149,1107,492,2024-11-19,19,25253.0,DEL001
16548,2766,574,2025-09-04,16,43756.07,HYD001
1391,2872,1842,2024-07-01,2,12582.95,DEL001
4323,2562,1034,2025-05-28,17,PRICE,TPT001
18572,476,924,2025-04-07,3,22295.91,KOL001
14611,1544,120,2025-11-08,19,33191.39,CHE001
7744,3492,1488,2026-04-27,6,46551.05,CHE001
7413,3476,1559,2024-11-11,4,8245.48,HYD001
2208,2249,2057,2024-06-30,10,22999.89,TPT001
14508,2775,411,2025-08-12,18,46865.77,BLR001
4209,737,1834,0000-00-00,-10,20050.5,CHE001
1439,3526,672,2024-09-05,2,24871.78,PUN001
2492,CUST001,PROD001,2026-02-21,7,9950.41,TPT001
23083,,726,2024-11-13,12,5339.24,MUM001
7040,573,487,2025-10-27,6,40097.69,MUM001
15364,553,2018,2025-09-01,3,34810.54,BLR001
10296,2310,1266,2026-06-01,6,47317.89,HYD001
15513,1910,680,2026-03-05,11,26474.38,DEL001
9035,1589,226,2025-12-25,8,40122.72,VSK001
1100,2264,833,2025-10-26,12,2867.95,TPT001
6026,1110,1523,2024-08-29,5,45133.22,VSK001
9825,1921,1863,2025-02-03,9,44043.88,HYD001
4506,42,1099,2025-07-27,18,6446.48,HYD001
472,2035,1115,2025-04-21,1,6391.18,TPT001
12349,1709,45,2024-08-13,12,2798.53,TPT001
7250,2615,1595,2026-04-29,13,47713.4,TPT001
8400,2150,1333,2026-01-22,16,46883.93,MUM001
15912,2952,1273,2025-06-08,19,22639.88,DEL001
17465,1871,1311,2026-01-02,5,1788.61,KOL001
9159,285,1574,2024-12-11,5,32016.35,TPT001
17199,1902,410,2026-06-23,5,3465.86,PUN001
8416,1017,1796,2025-11-06,13,15729.61,VSK001
9765,2973,701,2026-01-22,19,31345.76,TPT001
11280,2444,929,2025-02-27,1,2496.98,PUN001
12807,1151,1496,2026-05-05,7,22595.26,TPT001
22485,1841,,2024-07-08,20,19301.59,TPT001
7223,1754,197,2025-06-26,10,1358.23,VSK001
ORD-ABC,1161,1958,2025-06-15,5,16258.98,DEL001
5749,329,970,2025-12-19,9,1898.76,CHE001
6054,1073,1305,2025-08-27,1,23051.75,KOL001
12444,840,543,2024-11-12,5,8008.84,KOL001
ORD-ABC,3365,1805,0000-00-00,3,37297.67,CHE001
1935,2480,618,2026-05-18,11,18433.54,CHE001
1778,1390,36,2026-02-22,10,40766.72,@@@@
21773,2407,618,2024-12-02,5,,DEL001
18896,3010,965,2025-04-02,3,34236.64,DEL001
15222,3030,553,2025-07-18,11,37936.31,HYD001
17332,550,1072,2026-06-17,4,48521.7,BLR001
3113,212,433,2024-07-01,3,22317.72,VSK001
15816,2900,428,2024-07-04,12,2052.79,DEL001
2357,1000,43,2025-03-20,15,34216.33,TPT001
20089,2172,420,2026-03-01,5,37693.71,DEL001
451,593,2024,2026-06-20,20,15519.0,HYD001
22255,2976,1888,2026-04-13,19,12128.77,
15533,1994,95,2024-06-24,4,13076.87,BLR001
7301,2843,802,2025-10-05,2,2745.96,TPT001
5721,2065,1082,2025-06-11,19,43457.71,HYD001
18849,2434,808,2025-06-02,6,14810.32,VSK001
13619,89,1652,2025-11-29,19,47695.82,HYD001
10804,2479,827,2024-08-12,3,37639.49,TPT001
21933,3260,1137,2025-12-19,,12098.69,KOL001
6734,1830,446,2025-09-26,13,22293.99,PUN001
12084,2256,932,2025-05-26,6,2619.44,BLR001
9274,3322,1143,2024-11-29,12,883.32,HYD001
2298,1473,1774,2025-06-06,9,20800.44,VSK001
12858,301,1543,2024-11-24,11,4799.35,CHE001
10992,3015,594,2024-07-04,4,11376.95,MUM001
11239,1297,1026,2025-02-21,18,34459.14,HYD001
5059,236,493,2024-09-08,20,27961.33,TPT001
16654,2991,1778,2026-05-24,8,24585.08,BLR001
7839,1092,614,2024-07-18,7,12641.96,MUM001
22390,,1329,2025-08-20,16,10514.19,PUN001
18381,1631,1170,2024-10-11,12,35892.18,CHE001
10025,1157,1564,2026-01-30,5,23940.62,TPT001
3914,2340,672,2025-01-30,13,16776.23,PUN001
16119,1030,921,2024-08-27,18,41861.11,KOL001
10594,2084,552,2025-03-17,5,5045.51,VSK001
1944,2865,1109,2024-11-06,18,13345.03,MUM001
4365,100,224,2025-10-20,8,27792.81,TPT001
18362,731,1982,2025-11-10,5,18595.49,DEL001
