ProductID,ProductName,Category,SubCategory,Brand,CostPrice
1238,Nike Men,UNKNOWN_CATEGORY,Men,Nike,-500
2180,Quechua Outdoor,,Outdoor,Quechua,17079.66
2008,HomeCentre Decor Model-2008,Home,Decor,HomeCentre,38158.68
1986,Cosco Indoor Model-1986,Sports,Indoor,Cosco,35270.71
1615,OnePlus Smartphones Model-1615,Electronics,Smartphones,OnePlus,30892.49
1022,Wildcraft Outdoor Model-1022,Sports,Outdoor,Wildcraft,7208.66
2344,Levis Women,Fashion,Women,,46690.62
441,Pigeon Kitchen Model-441,Home,Kitchen,Pigeon,9479.55
411,Nike Fitness Model-411,Sports,Fitness,Nike,28125.15
697,HomeCentre Decor,Home,Decor,HomeCentre,FREE
559,Levis Women Model-559,Fashion,Women,Levis,2743.61
1460,Google Smartphones Model-1460,Electronics,Smartphones,Google,7788.71
1731,H&M Women Model-1731,Fashion,Women,H&M,41732.89
1091,Puma Men Model-1091,Fashion,Men,Puma,16099.38
776,Wildcraft Outdoor Model-776,Sports,Outdoor,Wildcraft,19940.85
641,Quechua Outdoor Model-641,Sports,Outdoor,Quechua,114.07
2065,Quechua Outdoor Model-2065,Sports,Outdoor,Quechua,48511.31
393,Google Smartphones Model-393,Electronics,Smartphones,Google,33104.38
2167,,Sports,Indoor,Cosco,12607.57
1298,Sony Accessories Model-1298,Electronics,Accessories,Sony,19475.5
1418,Adidas Men Model-1418,Fashion,Men,Adidas,46435.62
1306,HP Laptops Model-1306,Electronics,Laptops,HP,18180.78
1567,HomeCentre Decor Model-1567,Home,Decor,HomeCentre,9013.64
590,Cosco Indoor Model-590,Sports,Indoor,Cosco,24316.9
1138,Google Smartphones Model-1138,Electronics,Smartphones,Google,24678.42
1654,Boat Accessories Model-1654,Electronics,Accessories,Boat,37340.57
781,Carter Kids Model-781,Fashion,Kids,Carter,32011.87
114,Asus Laptops Model-114,Electronics,Laptops,Asus,2040.84
1421,Dell Laptops Model-1421,Electronics,Laptops,Dell,28052.22
1222,Boat Accessories Model-1222,Electronics,Accessories,Boat,13137.57
685,H&M Women Model-685,Fashion,Women,H&M,38612.74
2098,Puma Men Model-2098,Fashion,Men,Puma,35099.01
1098,Dell Laptops Model-1098,Electronics,Laptops,Dell,12457.02
118,Godrej Furniture Model-118,Home,Furniture,Godrej,27844.03
716,Asus Laptops Model-716,Electronics,Laptops,Asus,43214.06
2005,Reebok Fitness Model-2005,Sports,Fitness,Reebok,47618.67
100,Reebok Fitness Model-100,Sports,Fitness,Reebok,8210.66
1080,Wildcraft Outdoor,Sports,@@@,Wildcraft,1751.53
1783,Carter Kids Model-1783,Fashion,Kids,Carter,6448.87
2194,,Sports,Outdoor,Wildcraft,40320.71
773,Duroflex Decor Model-773,Home,Decor,Duroflex,44591.09
1081,Levis Women Model-1081,Fashion,Women,Levis,37046.1
1434,Boat Accessories Model-1434,Electronics,Accessories,Boat,42425.82
1355,Godrej Furniture Model-1355,Home,Furniture,Godrej,7566.87
488,Logitech Accessories Model-488,Electronics,Accessories,Logitech,41604.55
852,Levis Women Model-852,Fashion,Women,Levis,25406.17
802,HP Laptops Model-802,Electronics,Laptops,HP,4683.84
1492,Pigeon Kitchen Model-1492,Home,Kitchen,Pigeon,12906.48
623,Reebok Fitness Model-623,Sports,Fitness,Reebok,20057.07
950,Yonex Indoor Model-950,Sports,Indoor,Yonex,15839.5
231,Nike Fitness Model-231,Sports,Fitness,Nike,5780.06
810,Reebok Fitness Model-810,Sports,Fitness,Reebok,6586.19
1861,Cosco Indoor Model-1861,Sports,Indoor,Cosco,9150.21
1839,Puma Men Model-1839,Fashion,Men,Puma,1838.67
1388,Sony Accessories Model-1388,Electronics,Accessories,Sony,39749.56
1143,Pigeon Kitchen Model-1143,Home,Kitchen,Pigeon,3996.77
431,Nike Men Model-431,Fashion,Men,Nike,8608.42
167,Adidas Men Model-167,Fashion,Men,Adidas,7380.56
351,Nike Fitness Model-351,Sports,Fitness,Nike,7709.27
2346,Adidas Men,Fashion,Men,,28113.66
2230,Hopscotch Kids,Fashion,Kids,,15967.32
1274,Samsung Smartphones Model-1274,Electronics,Smartphones,Samsung,31339.93
1224,Zara Women Model-1224,Fashion,Women,Zara,35918.03
2383,Duroflex Decor,Home,Decor,,9139.32
1956,Wildcraft Outdoor Model-1956,Sports,Outdoor,Wildcraft,42376.0
263,Quechua Outdoor Model-263,Sports,Outdoor,Quechua,30225.65
1172,Adidas Men Model-1172,Fashion,Men,Adidas,45216.78
1171,Duroflex Decor,###,INVALID_SUB,Duroflex,35190.04
3519,Google Smartphones,Electronics,INVALID_SUB,Google,23078.47
275,Lenovo Laptops Model-275,Electronics,Laptops,Lenovo,22544.05
101,Boat Accessories Model-101,Electronics,Accessories,Boat,27258.36
2038,Prestige Kitchen Model-2038,Home,Kitchen,Prestige,22990.07
592,Puma Men Model-592,Fashion,Men,Puma,28399.99
2215,Cosco Indoor,,,Cosco,33212.52
939,Zara Women Model-939,Fashion,Women,Zara,25540.12
1890,Godrej Furniture Model-1890,Home,Furniture,Godrej,44846.49
217,Quechua Outdoor Model-217,Sports,Outdoor,Quechua,21756.17
613,Quechua Outdoor Model-613,Sports,Outdoor,Quechua,37928.63
INVALID,Levis Women,Fashion,Women,123,18458.68
846,Nike Fitness Model-846,Sports,Fitness,Nike,9219.98
PROD###,Hopscotch Kids,Fashion,@@@,Hopscotch,39462.35
1108,Nike Fitness Model-1108,Sports,Fitness,Nike,38975.77
1837,HomeCentre Decor Model-1837,Home,Decor,HomeCentre,16923.72
1366,HomeCentre Decor Model-1366,Home,Decor,HomeCentre,43717.6
516,Ikea Furniture Model-516,Home,Furniture,Ikea,6992.55
269,Hopscotch Kids Model-269,Fashion,Kids,Hopscotch,19473.68
153,Wildcraft Outdoor Model-153,Sports,Outdoor,Wildcraft,5277.09
1824,Puma Men Model-1824,Fashion,Men,Puma,47113.36
1558,Cosco Indoor Model-1558,Sports,Indoor,Cosco,37703.39
1512,Hopscotch Kids Model-1512,Fashion,Kids,Hopscotch,32870.17
803,Yonex Indoor Model-803,Sports,Indoor,Yonex,24986.06
192,Asus Laptops Model-192,Electronics,Laptops,Asus,27397.54
1133,Carter Kids Model-1133,Fashion,Kids,Carter,14940.03
563,Pigeon Kitchen Model-563,Home,Kitchen,Pigeon,7408.8
3336,Wildcraft Outdoor,Sports,Outdoor,Wildcraft,FREE
748,HomeCentre Decor Model-748,Home,Decor,HomeCentre,15794.02
2366,Google Smartphones,Electronics,Smartphones,,46522.98
1282,Godrej Furniture Model-1282,Home,Furniture,Godrej,16487.28
814,Nike Men Model-814,Fashion,Men,Nike,38891.04
956,Sony Accessories Model-956,Electronics,Accessories,Sony,25619.6
PROD###,Logitech Accessories,Electronics,Accessories,Logitech,-500
1400,Duroflex Decor Model-1400,Home,Decor,Duroflex,47573.39
879,Nike Fitness Model-879,Sports,Fitness,Nike,39596.78
2030,HomeCentre Decor Model-2030,Home,Decor,HomeCentre,16355.28
1240,Levis Women Model-1240,Fashion,Women,Levis,21730.65
873,Wildcraft Outdoor Model-873,Sports,Outdoor,Wildcraft,17477.27
1396,Yonex Indoor Model-1396,Sports,Indoor,Yonex,35926.05
577,Zara Women Model-577,Fashion,Women,Zara,27087.89
815,Samsung Smartphones Model-815,Electronics,Smartphones,Samsung,11229.32
2094,HomeCentre Decor Model-2094,Home,Decor,HomeCentre,10736.22
PROD###,Hopscotch Kids,Fashion,Kids,Hopscotch,-500
780,Logitech Accessories Model-780,Electronics,Accessories,Logitech,15234.88
1904,Dell Laptops Model-1904,Electronics,Laptops,Dell,3174.6
2272,Reebok Fitness,,Fitness,Reebok,41834.4
1844,Adidas Men Model-1844,Fashion,Men,Adidas,27524.64
669,HomeCentre Decor Model-669,Home,Decor,HomeCentre,32786.52
2331,Duroflex Decor,Home,,,11775.9
1648,Sony Accessories Model-1648,Electronics,Accessories,Sony,30784.83
229,Ikea Furniture Model-229,Home,Furniture,Ikea,2904.57
734,Quechua Outdoor Model-734,Sports,Outdoor,Quechua,25184.44
2283,Ikea Furniture,Home,Furniture,Ikea,
3907,Nike Men,Fashion,@@@,Nike,49346.65
2185,Godrej Furniture,Home,,Godrej,41681.29
1537,Carter Kids Model-1537,Fashion,Kids,Carter,40866.86
2078,Wildcraft Outdoor Model-2078,Sports,Outdoor,Wildcraft,22420.0
216,Samsung Smartphones Model-216,Electronics,Smartphones,Samsung,1624.53
346,Reebok Fitness,123,Fitness,###,13401.17
1215,Samsung Smartphones Model-1215,Electronics,Smartphones,Samsung,27979.42
709,Prestige Kitchen Model-709,Home,Kitchen,Prestige,40263.95
40,Cosco Indoor Model-40,Sports,Indoor,Cosco,24306.8
1135,H&M Women Model-1135,Fashion,Women,H&M,39905.79
624,Cosco Indoor Model-624,Sports,Indoor,Cosco,34169.27
2662,Prestige Kitchen,Home,Kitchen,###,-500
2142,Sony Accessories,Electronics,,Sony,42939.77
2156,,Home,Furniture,,441.34
1529,Logitech Accessories Model-1529,Electronics,Accessories,Logitech,28291.46
1233,Wildcraft Outdoor Model-1233,Sports,Outdoor,Wildcraft,3495.02
283,Puma Men Model-283,Fashion,Men,Puma,25325.83
820,Duroflex Decor Model-820,Home,Decor,Duroflex,17877.16
1404,HomeCentre Decor Model-1404,Home,Decor,HomeCentre,40282.62
492,Hopscotch Kids Model-492,Fashion,Kids,Hopscotch,34399.92
1241,Godrej Furniture Model-1241,Home,Furniture,Godrej,24842.75
238,Prestige Kitchen Model-238,Home,Kitchen,Prestige,49038.09
688,Sony Accessories Model-688,Electronics,Accessories,Sony,4998.0
508,Apple Smartphones Model-508,Electronics,Smartphones,Apple,2870.68
963,Puma Men Model-963,Fashion,Men,Puma,16452.48
1071,Nike Fitness Model-1071,Sports,Fitness,Nike,38782.4
2027,Pigeon Kitchen Model-2027,Home,Kitchen,Pigeon,29023.78
2011,Yonex Indoor Model-2011,Sports,Indoor,Yonex,11154.24
1055,Levis Women Model-1055,Fashion,Women,Levis,44983.34
697,Prestige Kitchen Model-697,Home,Kitchen,Prestige,41756.27
1788,Hopscotch Kids Model-1788,Fashion,Kids,Hopscotch,37355.76
1726,Boat Accessories Model-1726,Electronics,Accessories,Boat,18336.28
2101,Godrej Furniture,Home,,,631.42
816,Yonex Indoor Model-816,Sports,Indoor,Yonex,23548.12
807,@@@@,123,Decor,Duroflex,26730.91
334,Carter Kids Model-334,Fashion,Kids,Carter,3060.04
1923,Godrej Furniture Model-1923,Home,Furniture,Godrej,39421.73
317,Hopscotch Kids Model-317,Fashion,Kids,Hopscotch,18291.49
2068,Wildcraft Outdoor,Sports,@@@,Wildcraft,FREE
1940,Samsung Smartphones Model-1940,Electronics,Smartphones,Samsung,12495.65
1678,Nike Men Model-1678,Fashion,Men,Nike,26212.69
1683,NULL,Home,Decor,Duroflex,PRICE
2007,Prestige Kitchen Model-2007,Home,Kitchen,Prestige,23573.43
1534,H&M Women Model-1534,Fashion,Women,H&M,17332.75
2109,Lenovo Laptops,Electronics,,Lenovo,
251,Quechua Outdoor Model-251,Sports,Outdoor,Quechua,38709.04
1897,Google Smartphones Model-1897,Electronics,Smartphones,Google,12130.72
2200,Quechua Outdoor,Sports,Outdoor,,49206.93
1757,Yonex Indoor Model-1757,Sports,Indoor,Yonex,22190.7
407,Reebok Fitness Model-407,Sports,Fitness,Reebok,34382.92
2915,@@@@,Home,999,Duroflex,17747.31
2116,Zara Women,Fashion,,,5383.9
2069,Apple Smartphones,Electronics,INVALID_SUB,Apple,PRICE
48,Asus Laptops Model-48,Electronics,Laptops,Asus,34133.02
259,Wildcraft Outdoor Model-259,Sports,Outdoor,Wildcraft,4240.3
935,H&M Women Model-935,Fashion,Women,H&M,15788.22
2042,Puma Men Model-2042,Fashion,Men,Puma,31563.3
1668,Godrej Furniture Model-1668,Home,Furniture,Godrej,11555.32
1090,Nike Fitness Model-1090,Sports,Fitness,Nike,29233.11
2089,Adidas Men Model-2089,Fashion,Men,Adidas,727.59
1973,H&M Women Model-1973,Fashion,Women,H&M,43415.83
1333,Levis Women Model-1333,Fashion,Women,Levis,24518.86
2288,,Electronics,Laptops,HP,
663,Apple Smartphones Model-663,Electronics,Smartphones,Apple,29804.51
88,Samsung Smartphones Model-88,Electronics,Smartphones,Samsung,49124.19
272,Apple Smartphones Model-272,Electronics,Smartphones,Apple,20545.05
1028,Godrej Furniture Model-1028,Home,Furniture,Godrej,28135.85
221,Pigeon Kitchen Model-221,Home,Kitchen,Pigeon,49137.8
2365,,Sports,,Reebok,22635.99
215,Cosco Indoor Model-215,Sports,Indoor,Cosco,48446.13
2146,Asus Laptops,,Laptops,Asus,
43,Carter Kids Model-43,Fashion,Kids,Carter,37199.53
768,Wildcraft Outdoor Model-768,Sports,Outdoor,Wildcraft,33580.31
1219,OnePlus Smartphones Model-1219,Electronics,Smartphones,OnePlus,22268.79
2111,,,Smartphones,Apple,15464.66
1823,Nike Fitness Model-1823,Sports,Fitness,Nike,31531.06
257,Nike Fitness Model-257,Sports,Fitness,Nike,40382.75
2131,Reebok Fitness,Sports,,Reebok,
1084,Yonex Indoor Model-1084,Sports,Indoor,Yonex,32579.81
PROD###,Nike Men,Fashion,Men,Nike,PRICE
213,Reebok Fitness Model-213,Sports,Fitness,Reebok,5664.07
1556,Nike Men Model-1556,Fashion,Men,Nike,44988.28
2399,,Fashion,Men,Nike,2427.2
13,Duroflex Decor Model-13,Home,Decor,Duroflex,42323.79
639,Sony Accessories Model-639,Electronics,Accessories,Sony,15191.25
1884,Cosco Indoor Model-1884,Sports,Indoor,Cosco,45399.25
1016,Sony Accessories Model-1016,Electronics,Accessories,Sony,2391.29
2193,Wildcraft Outdoor,Sports,,Wildcraft,
1258,HomeCentre Decor Model-1258,Home,Decor,HomeCentre,34602.09
1892,Godrej Furniture Model-1892,Home,Furniture,Godrej,19794.33
1903,Duroflex Decor Model-1903,Home,Decor,Duroflex,40937.57
1455,Google Smartphones Model-1455,Electronics,Smartphones,Google,14438.8
545,Prestige Kitchen Model-545,Home,Kitchen,Prestige,42869.04
307,Lenovo Laptops Model-307,Electronics,Laptops,Lenovo,32288.64
45,OnePlus Smartphones Model-45,Electronics,Smartphones,OnePlus,32179.67
303,HomeCentre Decor Model-303,Home,Decor,HomeCentre,47665.95
1101,HomeCentre Decor Model-1101,Home,Decor,HomeCentre,43624.32
1217,Hopscotch Kids Model-1217,Fashion,Kids,Hopscotch,22757.8
2997,NULL,Electronics,Laptops,123,39062.11
ABC123,Prestige Kitchen,Home,Kitchen,Prestige,PRICE
317,Lenovo Laptops,123,Laptops,Lenovo,39344.53
2396,Puma Men,Fashion,Men,Puma,
235,Carter Kids Model-235,Fashion,Kids,Carter,29372.55
648,Nike Men Model-648,Fashion,Men,Nike,20019.4
1544,Levis Women Model-1544,Fashion,Women,Levis,19863.65
807,Carter Kids Model-807,Fashion,Kids,Carter,30247.06
934,Asus Laptops Model-934,Electronics,Laptops,Asus,1376.51
1499,H&M Women Model-1499,Fashion,Women,H&M,30251.68
945,Asus Laptops Model-945,Electronics,Laptops,Asus,42455.14
1762,HomeCentre Decor,Home,INVALID_SUB,HomeCentre,47970.95
2252,,Fashion,Kids,Hopscotch,25551.56
2124,,Home,Kitchen,Prestige,25302.05
2259,Apple Smartphones,Electronics,,Apple,29747.52
131,Logitech Accessories Model-131,Electronics,Accessories,Logitech,32272.29
1351,Nike Men Model-1351,Fashion,Men,Nike,9747.01
1737,Hopscotch Kids Model-1737,Fashion,Kids,Hopscotch,12169.53
1779,Yonex Indoor Model-1779,Sports,Indoor,Yonex,3184.57
278,Puma Men Model-278,Fashion,Men,Puma,23445.73
1710,NULL,Home,@@@,Prestige,8729.63
1516,Prestige Kitchen Model-1516,Home,Kitchen,Prestige,3834.42
1710,Sony Accessories Model-1710,Electronics,Accessories,Sony,7114.15
2121,,Home,Kitchen,Pigeon,
1365,Google Smartphones Model-1365,Electronics,Smartphones,Google,38906.15
1944,Quechua Outdoor Model-1944,Sports,Outdoor,Quechua,32204.93
2139,Logitech Accessories,,Accessories,Logitech,
709,Prestige Kitchen Model-709,Home,Kitchen,Prestige,40263.95
918,Carter Kids Model-918,Fashion,Kids,Carter,45211.67
450,Zara Women Model-450,Fashion,Women,Zara,9403.31
458,Carter Kids Model-458,Fashion,Kids,Carter,13448.04
2329,Yonex Indoor,123,Indoor,Yonex,FREE
1399,Adidas Men Model-1399,Fashion,Men,Adidas,3456.14
1096,Reebok Fitness Model-1096,Sports,Fitness,Reebok,2531.82
731,Lenovo Laptops Model-731,Electronics,Laptops,Lenovo,9463.06
976,Adidas Men Model-976,Fashion,Men,Adidas,19597.01
949,Google Smartphones Model-949,Electronics,Smartphones,Google,4884.05
ABC123,Ikea Furniture,Home,Furniture,Ikea,44160.6
1732,Quechua Outdoor Model-1732,Sports,Outdoor,Quechua,9417.57
133,Boat Accessories Model-133,Electronics,Accessories,Boat,31735.38
1641,Samsung Smartphones Model-1641,Electronics,Smartphones,Samsung,34357.36
103,Cosco Indoor Model-103,Sports,Indoor,Cosco,20740.11
328,Levis Women Model-328,Fashion,Women,Levis,15863.97
2096,Adidas Men Model-2096,Fashion,Men,Adidas,16653.16
2218,Godrej Furniture,Home,Furniture,,2177.65
525,Yonex Indoor Model-525,Sports,Indoor,Yonex,42018.45
1035,Sony Accessories Model-1035,Electronics,Accessories,Sony,47508.22
327,Sony Accessories Model-327,Electronics,Accessories,Sony,25242.1
1062,Hopscotch Kids Model-1062,Fashion,Kids,Hopscotch,26471.26
451,Levis Women Model-451,Fashion,Women,Levis,26170.92
653,Cosco Indoor Model-653,Sports,Indoor,Cosco,26526.93
1191,Apple Smartphones Model-1191,Electronics,Smartphones,Apple,11042.74
2389,Ikea Furniture,Home,,,30751.22
2265,Wildcraft Outdoor,Sports,Outdoor,,38687.77
880,Pigeon Kitchen,123,INVALID_SUB,Pigeon,20383.99
1456,Wildcraft Outdoor Model-1456,Sports,Outdoor,Wildcraft,38466.43
1883,Prestige Kitchen Model-1883,Home,Kitchen,Prestige,36800.02
522,Carter Kids,Fashion,Kids,###,FREE
809,Nike Fitness Model-809,Sports,Fitness,Nike,9025.04
1588,Samsung Smartphones Model-1588,Electronics,Smartphones,Samsung,5936.37
ABC123,Lenovo Laptops,Electronics,Laptops,INVALID_BRAND,45726.7
2201,Wildcraft Outdoor,,Outdoor,Wildcraft,47624.32
645,Wildcraft Outdoor Model-645,Sports,Outdoor,Wildcraft,40145.12
998,Asus Laptops Model-998,Electronics,Laptops,Asus,43358.95
2317,Zara Women,UNKNOWN_CATEGORY,INVALID_SUB,Zara,25327.91
1957,Ikea Furniture Model-1957,Home,Furniture,Ikea,32657.8
1486,Pigeon Kitchen,Home,Kitchen,Pigeon,PRICE
1623,Sony Accessories Model-1623,Electronics,Accessories,Sony,24041.91
1967,Duroflex Decor Model-1967,Home,Decor,Duroflex,46104.04
PROD###,Wildcraft Outdoor,Sports,@@@,Wildcraft,32786.25
2148,Pigeon Kitchen,,Kitchen,Pigeon,
2110,,,Men,Puma,16206.32
1963,Samsung Smartphones Model-1963,Electronics,Smartphones,Samsung,30470.33
2302,Levis Women,Fashion,Women,Levis,
109,HomeCentre Decor Model-109,Home,Decor,HomeCentre,34916.98
452,Nike Fitness Model-452,Sports,Fitness,Nike,26140.38
1327,Google Smartphones Model-1327,Electronics,Smartphones,Google,13496.09
1508,Puma Men Model-1508,Fashion,Men,Puma,49529.4
1926,Reebok Fitness Model-1926,Sports,Fitness,Reebok,3448.39
522,HomeCentre Decor Model-522,Home,Decor,HomeCentre,34396.92
1816,Pigeon Kitchen Model-1816,Home,Kitchen,Pigeon,2693.68
1960,Google Smartphones Model-1960,Electronics,Smartphones,Google,18610.21
630,Wildcraft Outdoor Model-630,Sports,Outdoor,Wildcraft,15436.09
948,Duroflex Decor Model-948,Home,Decor,Duroflex,46014.76
1789,Apple Smartphones Model-1789,Electronics,Smartphones,Apple,14213.94
1337,HomeCentre Decor Model-1337,Home,Decor,HomeCentre,48820.86
926,Ikea Furniture Model-926,Home,Furniture,Ikea,13590.44
308,Nike Men Model-308,Fashion,Men,Nike,10586.13
1025,Nike Men Model-1025,Fashion,Men,Nike,47134.14
3280,Pigeon Kitchen,Home,Kitchen,Pigeon,PRICE
388,Zara Women Model-388,Fashion,Women,Zara,5469.6
1690,Reebok Fitness Model-1690,Sports,Fitness,Reebok,40114.22
2103,Apple Smartphones,Electronics,,Apple,26582.78
209,Hopscotch Kids Model-209,Fashion,Kids,Hopscotch,26703.52
1120,Nike Fitness Model-1120,Sports,Fitness,Nike,30568.42
324,Prestige Kitchen,Home,999,Prestige,-500
PROD###,Nike Fitness,###,Fitness,Nike,34816.81
2119,Prestige Kitchen,,Kitchen,,21270.6
549,OnePlus Smartphones Model-549,Electronics,Smartphones,OnePlus,28274.83
1356,Puma Men Model-1356,Fashion,Men,Puma,21434.95
1989,Ikea Furniture Model-1989,Home,Furniture,Ikea,48624.97
1476,Zara Women Model-1476,Fashion,Women,Zara,41245.39
2006,Nike Men Model-2006,Fashion,Men,Nike,4734.91
1805,Lenovo Laptops Model-1805,Electronics,Laptops,Lenovo,2913.48
1341,Boat Accessories Model-1341,Electronics,Accessories,Boat,37831.78
1940,NULL,Home,Furniture,Ikea,45304.83
1798,Carter Kids Model-1798,Fashion,Kids,Carter,23944.47
1727,Sony Accessories Model-1727,Electronics,Accessories,Sony,39681.62
999,Samsung Smartphones Model-999,Electronics,Smartphones,Samsung,42156.27
1986,Cosco Indoor Model-1986,Sports,Indoor,Cosco,35270.71
2026,Quechua Outdoor Model-2026,Sports,Outdoor,Quechua,45127.23
1279,Yonex Indoor Model-1279,Sports,Indoor,Yonex,37068.01
3128,Logitech Accessories,Electronics,Accessories,Logitech,PRICE
1015,Samsung Smartphones Model-1015,Electronics,Smartphones,Samsung,16411.75
1549,OnePlus Smartphones Model-1549,Electronics,Smartphones,OnePlus,32528.19
3628,Carter Kids,123,Kids,Carter,18567.1
1457,Nike Fitness Model-1457,Sports,Fitness,Nike,49612.62
1868,Levis Women Model-1868,Fashion,Women,Levis,42638.03
1801,Quechua Outdoor Model-1801,Sports,Outdoor,Quechua,7912.03
1581,H&M Women Model-1581,Fashion,Women,H&M,23479.87
2269,Puma Men,,Men,Puma,40424.72
158,Sony Accessories Model-158,Electronics,Accessories,Sony,46055.03
2181,Godrej Furniture,Home,Furniture,,
1462,Yonex Indoor Model-1462,Sports,Indoor,Yonex,2601.66
530,Quechua Outdoor Model-530,Sports,Outdoor,Quechua,29643.26
770,Boat Accessories Model-770,Electronics,Accessories,Boat,418.69
1228,Wildcraft Outdoor Model-1228,Sports,Outdoor,Wildcraft,45771.53
707,Logitech Accessories Model-707,Electronics,Accessories,Logitech,38027.96
1667,Logitech Accessories Model-1667,Electronics,Accessories,Logitech,21124.13
456,Samsung Smartphones Model-456,Electronics,Smartphones,Samsung,13539.27
1560,Logitech Accessories Model-1560,Electronics,Accessories,Logitech,14746.52
56,Cosco Indoor Model-56,Sports,Indoor,Cosco,18700.44
1076,Sony Accessories Model-1076,Electronics,Accessories,Sony,8278.6
2232,,Sports,,Quechua,43408.56
96,Reebok Fitness Model-96,Sports,Fitness,Reebok,14959.73
1802,Dell Laptops Model-1802,Electronics,Laptops,Dell,9824.52
2366,Pigeon Kitchen,Home,Kitchen,INVALID_BRAND,PRICE
915,Samsung Smartphones Model-915,Electronics,Smartphones,Samsung,47867.09
536,Levis Women Model-536,Fashion,Women,Levis,45365.73
2458,Sony Accessories,Electronics,999,Sony,6294.36
376,HomeCentre Decor Model-376,Home,Decor,HomeCentre,45124.45
87,Levis Women Model-87,Fashion,Women,Levis,19370.15
160,Yonex Indoor Model-160,Sports,Indoor,Yonex,1068.1
869,HomeCentre Decor Model-869,Home,Decor,HomeCentre,44281.35
2137,,Fashion,Kids,Carter,13684.51
3238,Yonex Indoor,###,Indoor,Yonex,37170.25
170,Zara Women Model-170,Fashion,Women,Zara,23083.05
1863,Zara Women Model-1863,Fashion,Women,Zara,13673.74
496,Prestige Kitchen Model-496,Home,Kitchen,Prestige,10594.89
2210,Pigeon Kitchen,,Kitchen,Pigeon,
2368,HomeCentre Decor,Home,,HomeCentre,16018.5
1393,Puma Men Model-1393,Fashion,Men,Puma,946.43
193,Sony Accessories Model-193,Electronics,Accessories,Sony,49490.75
1102,Ikea Furniture Model-1102,Home,Furniture,Ikea,42033.44
992,Wildcraft Outdoor Model-992,Sports,Outdoor,Wildcraft,1698.93
955,Asus Laptops Model-955,Electronics,Laptops,Asus,20054.58
1957,Ikea Furniture Model-1957,Home,Furniture,Ikea,32657.8
883,Godrej Furniture Model-883,Home,Furniture,Godrej,2060.32
1158,Adidas Men Model-1158,Fashion,Men,Adidas,40396.88
1459,Dell Laptops Model-1459,Electronics,Laptops,Dell,6173.46
740,Adidas Men Model-740,Fashion,Men,Adidas,47806.6
1481,Wildcraft Outdoor Model-1481,Sports,Outdoor,Wildcraft,15781.72
613,Asus Laptops,Electronics,INVALID_SUB,Asus,34642.83
724,Puma Men Model-724,Fashion,Men,Puma,32057.68
1436,Quechua Outdoor Model-1436,Sports,Outdoor,Quechua,5458.7
338,Adidas Men Model-338,Fashion,Men,Adidas,33707.53
2376,Puma Men,Fashion,Men,,44411.26
74,Carter Kids Model-74,Fashion,Kids,Carter,21077.71
1432,Prestige Kitchen Model-1432,Home,Kitchen,Prestige,25488.24
982,Nike Fitness Model-982,Sports,Fitness,Nike,2869.69
2082,Hopscotch Kids Model-2082,Fashion,Kids,Hopscotch,19055.13
1966,Logitech Accessories Model-1966,Electronics,Accessories,Logitech,15489.16
790,Cosco Indoor Model-790,Sports,Indoor,Cosco,9871.54
1812,OnePlus Smartphones,123,Smartphones,INVALID_BRAND,7257.86
7,Prestige Kitchen Model-7,Home,Kitchen,Prestige,5469.62
338,Puma Men,UNKNOWN_CATEGORY,@@@,Puma,4127.71
1502,Carter Kids Model-1502,Fashion,Kids,Carter,41778.17
1403,Yonex Indoor Model-1403,Sports,Indoor,Yonex,35247.03
1990,Carter Kids Model-1990,Fashion,Kids,Carter,18861.03
1336,Nike Fitness Model-1336,Sports,Fitness,Nike,13271.05
72,Quechua Outdoor Model-72,Sports,Outdoor,Quechua,45791.18
1910,Samsung Smartphones Model-1910,Electronics,Smartphones,Samsung,17973.82
1891,Duroflex Decor Model-1891,Home,Decor,Duroflex,27334.23
2247,,Fashion,Kids,,22730.24
2543,12345,Home,999,Duroflex,23612.51
211,Zara Women Model-211,Fashion,Women,Zara,18499.49
151,Puma Men Model-151,Fashion,Men,Puma,18610.44
350,Carter Kids Model-350,Fashion,Kids,Carter,15021.38
1693,H&M Women Model-1693,Fashion,Women,H&M,9573.22
1754,Duroflex Decor Model-1754,Home,Decor,Duroflex,2382.7
383,Cosco Indoor Model-383,Sports,Indoor,Cosco,11450.73
2358,OnePlus Smartphones,Electronics,,OnePlus,176.1
644,Prestige Kitchen Model-644,Home,Kitchen,Prestige,3859.71
841,Carter Kids Model-841,Fashion,Kids,Carter,34583.0
2162,HP Laptops,Electronics,,,16473.94
988,Hopscotch Kids Model-988,Fashion,Kids,Hopscotch,14325.53
1764,Asus Laptops Model-1764,Electronics,Laptops,Asus,15493.03
1498,Wildcraft Outdoor Model-1498,Sports,Outdoor,Wildcraft,47698.83
197,Yonex Indoor Model-197,Sports,Indoor,Yonex,27778.05
754,HP Laptops Model-754,Electronics,Laptops,HP,42667.13
2126,OnePlus Smartphones,Electronics,Smartphones,,20014.61
1593,Puma Men Model-1593,Fashion,Men,Puma,18015.46
2303,Cosco Indoor,Sports,,Cosco,30753.6
156,Reebok Fitness Model-156,Sports,Fitness,Reebok,8929.25
310,Google Smartphones Model-310,Electronics,Smartphones,Google,28666.86
